时间	桩号	地点	车速（km/h）	车牌
time	station	location	m_fSpeed	m_strCarNum
2021/4/25 20:07	K56+400	青龙立交	4093	NO
2021/4/25 20:07	K56+400	青龙立交	3563	NO
2021/4/25 20:07	K56+400	青龙立交	4202	NO
2021/4/25 20:05	K56+400	青龙立交	4915	蓝浙C37A9F
2021/4/25 20:07	K56+400	青龙立交	4132	NO
2021/4/25 20:07	K56+400	青龙立交	3739	蓝鄂DV3002
2021/4/25 20:05	K56+400	青龙立交	5392	蓝渝A3HH05
2021/4/25 20:05	K56+400	青龙立交	3365	蓝渝FC8778
2021/4/25 20:07	K56+400	青龙立交	4231	蓝渝A5T413
2021/4/25 20:07	K56+400	青龙立交	3396	NO
2021/4/25 20:08	K56+400	青龙立交	4512	蓝渝FAT089
2021/4/25 20:08	K56+400	青龙立交	4214	NO
2021/4/25 20:08	K56+400	青龙立交	3854	NO
2021/4/25 20:08	K56+400	青龙立交	4832	蓝渝FNN311
2021/4/25 20:06	K56+400	青龙立交	3894	蓝渝AH739U
2021/4/25 20:06	K56+400	青龙立交	4580	蓝渝B23H89
2021/4/25 20:06	K56+400	青龙立交	4757	蓝渝FFG021
2021/4/25 20:06	K56+400	青龙立交	4545	蓝渝FFG021
2021/4/25 20:06	K56+400	青龙立交	4312	蓝渝F83A90
2021/4/25 20:07	K56+400	青龙立交	5367	蓝渝DLX455
2021/4/25 20:07	K56+400	青龙立交	4255	蓝渝A20AV1
2021/4/25 20:07	K56+400	青龙立交	4083	蓝渝FF1125
2021/4/25 20:07	K56+400	青龙立交	4167	NO
2021/4/25 20:07	K56+400	青龙立交	3598	蓝渝FF1125
2021/4/25 20:07	K56+400	青龙立交	4094	蓝渝F13K63
2021/4/25 20:09	K56+400	青龙立交	3964	蓝渝AB06S3
2021/4/25 20:07	K56+400	青龙立交	4658	蓝渝F3G218
2021/4/25 20:09	K56+400	青龙立交	4626	蓝鄂Q9AR61
2021/4/25 20:09	K56+400	青龙立交	4628	蓝渝F3V897
2021/4/25 20:07	K56+400	青龙立交	4692	蓝渝F536F3
2021/4/25 20:09	K56+400	青龙立交	4073	蓝渝FBF605
2021/4/25 20:09	K56+400	青龙立交	4070	蓝渝FB7939
2021/4/25 20:07	K56+400	青龙立交	4325	蓝渝AG15E9
2021/4/25 20:07	K56+400	青龙立交	4385	蓝渝F861L7
2021/4/25 20:09	K56+400	青龙立交	4114	蓝渝DDE613
2021/4/25 20:07	K56+400	青龙立交	4042	蓝渝FGM598
2021/4/25 20:09	K56+400	青龙立交	3542	NO
2021/4/25 20:08	K56+400	青龙立交	3852	蓝渝F827J3
2021/4/25 20:08	K56+400	青龙立交	4516	蓝渝AW22E2
2021/4/25 20:08	K56+400	青龙立交	5264	蓝渝FD5789
2021/4/25 20:10	K56+400	青龙立交	3424	蓝渝A78ZJ9
2021/4/25 20:08	K56+400	青龙立交	4903	蓝渝AB711A
2021/4/25 20:08	K56+400	青龙立交	4748	蓝渝AW0Y08
2021/4/25 20:10	K56+400	青龙立交	2013	NO
2021/4/25 20:10	K56+400	青龙立交	4058	蓝渝F00W80
2021/4/25 20:08	K56+400	青龙立交	3567	蓝渝A0B326
2021/4/25 20:08	K56+400	青龙立交	4170	蓝渝A662D8
2021/4/25 20:10	K56+400	青龙立交	3910	蓝渝FD0376
2021/4/25 20:08	K56+400	青龙立交	4853	蓝渝F9T988
2021/4/25 20:08	K56+400	青龙立交	4031	蓝渝DEC335
2021/4/25 20:09	K56+400	青龙立交	4331	蓝渝A9Q39A
2021/4/25 20:09	K56+400	青龙立交	4722	蓝渝D367M3
2021/4/25 20:09	K56+400	青龙立交	5968	蓝渝FAR988
2021/4/25 20:11	K56+400	青龙立交	5420	蓝苏EJ5W99
2021/4/25 20:11	K56+400	青龙立交	4188	NO
2021/4/25 20:11	K56+400	青龙立交	4157	NO
2021/4/25 20:09	K56+400	青龙立交	5975	蓝渝AJ88D6
2021/4/25 20:09	K56+400	青龙立交	3297	黄渝A18699D
2021/4/25 20:10	K56+400	青龙立交	4956	蓝渝F97S30
2021/4/25 20:10	K56+400	青龙立交	4865	蓝渝FE9692
2021/4/25 20:10	K56+400	青龙立交	4993	蓝渝D2K256
2021/4/25 20:10	K56+400	青龙立交	4893	蓝渝F358D0
2021/4/25 20:12	K56+400	青龙立交	3225	NO
2021/4/25 20:10	K56+400	青龙立交	4545	蓝渝A92EB7
2021/4/25 20:10	K56+400	青龙立交	5040	蓝渝F82J73
2021/4/25 20:12	K56+400	青龙立交	4086	蓝渝FBT223
2021/4/25 20:12	K56+400	青龙立交	4472	NO
2021/4/25 20:12	K56+400	青龙立交	4257	蓝渝A700T9
2021/4/25 20:10	K56+400	青龙立交	4343	蓝渝A70FC7
2021/4/25 20:10	K56+400	青龙立交	4620	蓝渝FEE505
2021/4/25 20:12	K56+400	青龙立交	4002	NO
2021/4/25 20:12	K56+400	青龙立交	3256	蓝渝AD9P63
2021/4/25 20:12	K56+400	青龙立交	4447	NO
2021/4/25 20:11	K56+400	青龙立交	4492	蓝渝A2NB33
2021/4/25 20:11	K56+400	青龙立交	3900	蓝渝F01E93
2021/4/25 20:11	K56+400	青龙立交	4516	蓝渝A168DH
2021/4/25 20:13	K56+400	青龙立交	4248	NO
2021/4/25 20:13	K56+400	青龙立交	4264	NO
2021/4/25 20:11	K56+400	青龙立交	4490	蓝渝FNK969
2021/4/25 20:13	K56+400	青龙立交	3509	蓝渝AT0340
2021/4/25 20:11	K56+400	青龙立交	4828	蓝渝F20K07
2021/4/25 20:11	K56+400	青龙立交	4329	蓝渝AC0H79
2021/4/25 20:11	K56+400	青龙立交	4394	蓝渝AY282J
2021/4/25 20:11	K56+400	青龙立交	4456	蓝渝FAR778
2021/4/25 20:11	K56+400	青龙立交	4271	蓝渝FFY612
2021/4/25 20:11	K56+400	青龙立交	4381	蓝渝DJS457
2021/4/25 20:11	K56+400	青龙立交	4473	蓝渝FBG799
2021/4/25 20:11	K56+400	青龙立交	4155	蓝渝FDD821
2021/4/25 20:13	K56+400	青龙立交	4684	蓝渝FJP216
2021/4/25 20:11	K56+400	青龙立交	4676	蓝渝FMB830
2021/4/25 20:11	K56+400	青龙立交	4217	蓝渝A68QC2
2021/4/25 20:13	K56+400	青龙立交	3492	NO
2021/4/25 20:12	K56+400	青龙立交	4347	蓝渝F296J3
2021/4/25 20:13	K56+400	青龙立交	5526	蓝渝DEK923
2021/4/25 20:14	K56+400	青龙立交	4392	NO
2021/4/25 20:12	K56+400	青龙立交	4279	蓝渝FKD676
2021/4/25 20:14	K56+400	青龙立交	4303	NO
2021/4/25 20:14	K56+400	青龙立交	4237	NO
2021/4/25 20:12	K56+400	青龙立交	5172	蓝渝A4546Z
2021/4/25 20:12	K56+400	青龙立交	4775	蓝渝F57E81
2021/4/25 20:12	K56+400	青龙立交	4413	蓝渝DHX935
2021/4/25 20:14	K56+400	青龙立交	3907	NO
2021/4/25 20:12	K56+400	青龙立交	4171	蓝渝DHX935
2021/4/25 20:12	K56+400	青龙立交	4204	蓝渝A2NP82
2021/4/25 20:14	K56+400	青龙立交	3784	NO
2021/4/25 20:12	K56+400	青龙立交	4423	蓝渝AL515M
2021/4/25 20:12	K56+400	青龙立交	4616	蓝渝F0F799
2021/4/25 20:13	K56+400	青龙立交	3798	蓝渝FGV587
2021/4/25 20:13	K56+400	青龙立交	4269	蓝渝FGV587
2021/4/25 20:15	K56+400	青龙立交	4539	NO
2021/4/25 20:15	K56+400	青龙立交	4439	NO
2021/4/25 20:15	K56+400	青龙立交	4419	蓝渝AA6V11
2021/4/25 20:15	K56+400	青龙立交	4886	蓝渝A5509T
2021/4/25 20:15	K56+400	青龙立交	4334	蓝渝AZ2K57
2021/4/25 20:13	K56+400	青龙立交	4863	蓝渝FT8775
2021/4/25 20:15	K56+400	青龙立交	4396	蓝渝F70K03
2021/4/25 20:13	K56+400	青龙立交	4811	蓝渝A565CA
2021/4/25 20:14	K56+400	青龙立交	4682	蓝渝A227NM
2021/4/25 20:14	K56+400	青龙立交	4559	蓝渝F96A99
2021/4/25 20:14	K56+400	青龙立交	4789	蓝渝AZ263F
2021/4/25 20:16	K56+400	青龙立交	3834	蓝渝D58R56
2021/4/25 20:14	K56+400	青龙立交	4717	蓝渝AA92F8
2021/4/25 20:16	K56+400	青龙立交	4882	NO
2021/4/25 20:16	K56+400	青龙立交	4039	蓝渝A19LU1
2021/4/25 20:16	K56+400	青龙立交	4262	蓝渝F6U317
2021/4/25 20:14	K56+400	青龙立交	5028	蓝渝FHB588
2021/4/25 20:14	K56+400	青龙立交	5154	蓝渝FHB588
2021/4/25 20:16	K56+400	青龙立交	3930	NO
2021/4/25 20:16	K56+400	青龙立交	4153	NO
2021/4/25 20:16	K56+400	青龙立交	4125	NO
2021/4/25 20:14	K56+400	青龙立交	4121	蓝渝FC6322
2021/4/25 20:14	K56+400	青龙立交	4308	蓝渝FKU665
2021/4/25 20:14	K56+400	青龙立交	3974	NO
2021/4/25 20:14	K56+400	青龙立交	4199	蓝渝FCW165
2021/4/25 20:16	K56+400	青龙立交	3864	NO
2021/4/25 20:16	K56+400	青龙立交	3922	蓝渝FC0235
2021/4/25 20:17	K56+400	青龙立交	4157	蓝渝A1XD18
2021/4/25 20:17	K56+400	青龙立交	4377	NO
2021/4/25 20:15	K56+400	青龙立交	4381	蓝渝A77VD9
2021/4/25 20:17	K56+400	青龙立交	4708	蓝渝F5T021
2021/4/25 20:17	K56+400	青龙立交	4490	蓝渝A511WK
2021/4/25 20:17	K56+400	青龙立交	3912	蓝渝F82A52
2021/4/25 20:17	K56+400	青龙立交	4702	蓝渝A6BJ97
2021/4/25 20:17	K56+400	青龙立交	4755	蓝渝FE9658
2021/4/25 20:17	K56+400	青龙立交	4195	蓝浙FBB598
2021/4/25 20:17	K56+400	青龙立交	4456	蓝渝AE9Z18
2021/4/25 20:16	K56+400	青龙立交	3931	蓝渝A9557L
2021/4/25 20:16	K56+400	青龙立交	4480	蓝渝FMG909
2021/4/25 20:16	K56+400	青龙立交	4284	蓝渝D951V8
2021/4/25 20:18	K56+400	青龙立交	3768	蓝渝DFK522
2021/4/25 20:18	K56+400	青龙立交	4237	蓝渝AU510V
2021/4/25 20:16	K56+400	青龙立交	4414	蓝渝AG21E7
2021/4/25 20:16	K56+400	青龙立交	4492	蓝渝AD80H8
2021/4/25 20:16	K56+400	青龙立交	4917	蓝渝A5QH21
2021/4/25 20:16	K56+400	青龙立交	4586	蓝渝D01J53
2021/4/25 20:19	K56+400	青龙立交	4593	蓝渝DCZ569
2021/4/25 20:19	K56+400	青龙立交	3839	NO
2021/4/25 20:17	K56+400	青龙立交	5010	蓝渝AS88V7
2021/4/25 20:17	K56+400	青龙立交	4431	蓝渝FC6877
2021/4/25 20:19	K56+400	青龙立交	4300	蓝渝A25QM3
2021/4/25 20:19	K56+400	青龙立交	4372	蓝渝F3G698
2021/4/25 20:19	K56+400	青龙立交	4237	NO
2021/4/25 20:19	K56+400	青龙立交	3884	蓝渝F989D0
2021/4/25 20:18	K56+400	青龙立交	5461	绿渝ADB8813
2021/4/25 20:18	K56+400	青龙立交	3924	蓝渝FX8276
2021/4/25 20:18	K56+400	青龙立交	4083	蓝渝FX8276
2021/4/25 20:18	K56+400	青龙立交	4308	蓝渝F6T775
2021/4/25 20:18	K56+400	青龙立交	3667	蓝渝D780P2
2021/4/25 20:18	K56+400	青龙立交	4052	蓝渝A387HA
2021/4/25 20:20	K56+400	青龙立交	4647	蓝渝A267T5
2021/4/25 20:18	K56+400	青龙立交	3844	蓝渝DFC177
2021/4/25 20:20	K56+400	青龙立交	4177	蓝渝D65S55
2021/4/25 20:18	K56+400	青龙立交	4301	蓝渝FED938
2021/4/25 20:18	K56+400	青龙立交	4490	蓝渝A6L38W
2021/4/25 20:18	K56+400	青龙立交	4347	蓝渝AM17Z9
2021/4/25 20:18	K56+400	青龙立交	4465	蓝鄂EM892A
2021/4/25 20:20	K56+400	青龙立交	7149	NO
2021/4/25 20:20	K56+400	青龙立交	4339	NO
2021/4/25 20:19	K56+400	青龙立交	6073	蓝陕FDX626
2021/4/25 20:20	K56+400	青龙立交	4742	NO
2021/4/25 20:19	K56+400	青龙立交	4462	蓝渝FFT789
2021/4/25 20:19	K56+400	青龙立交	4536	蓝渝F613J9
2021/4/25 20:21	K56+400	青龙立交	4427	NO
2021/4/25 20:19	K56+400	青龙立交	4125	蓝渝AQ07S5
2021/4/25 20:21	K56+400	青龙立交	4450	NO
2021/4/25 20:19	K56+400	青龙立交	4464	蓝渝FKX111
2021/4/25 20:19	K56+400	青龙立交	2049	NO
2021/4/25 20:19	K56+400	青龙立交	4323	蓝渝FAC901
2021/4/25 20:21	K56+400	青龙立交	3933	NO
2021/4/25 20:21	K56+400	青龙立交	3471	NO
2021/4/25 20:19	K56+400	青龙立交	5032	蓝渝F79M32
2021/4/25 20:21	K56+400	青龙立交	3567	NO
2021/4/25 20:19	K56+400	青龙立交	5488	蓝川A7S47K
2021/4/25 20:19	K56+400	青龙立交	3858	蓝渝AS118P
2021/4/25 20:19	K56+400	青龙立交	4902	蓝渝FCX200
2021/4/25 20:21	K56+400	青龙立交	4678	蓝渝F0C763
2021/4/25 20:21	K56+400	青龙立交	3943	NO
2021/4/25 20:21	K56+400	青龙立交	4212	蓝渝F19288
2021/4/25 20:20	K56+400	青龙立交	3904	蓝渝FCC253
2021/4/25 20:22	K56+400	青龙立交	4032	NO
2021/4/25 20:22	K56+400	青龙立交	4099	NO
2021/4/25 20:20	K56+400	青龙立交	4566	蓝渝F8W556
2021/4/25 20:20	K56+400	青龙立交	4068	蓝渝FNQ658
2021/4/25 20:20	K56+400	青龙立交	3680	蓝渝FBL226
2021/4/25 20:22	K56+400	青龙立交	3736	NO
2021/4/25 20:20	K56+400	青龙立交	4367	蓝渝DKL552
2021/4/25 20:20	K56+400	青龙立交	4775	蓝渝AY7P13
2021/4/25 20:22	K56+400	青龙立交	4260	蓝渝AK3Q32
2021/4/25 20:20	K56+400	青龙立交	4279	蓝渝AT1669
2021/4/25 20:20	K56+400	青龙立交	4793	蓝渝A095WW
2021/4/25 20:20	K56+400	青龙立交	4510	蓝渝F6D203
2021/4/25 20:20	K56+400	青龙立交	4402	蓝渝D719T7
2021/4/25 20:20	K56+400	青龙立交	4704	蓝渝AZ6H32
2021/4/25 20:21	K56+400	青龙立交	4823	蓝渝FPE535
2021/4/25 20:21	K56+400	青龙立交	5405	蓝渝AQ377U
2021/4/25 20:23	K56+400	青龙立交	3983	NO
2021/4/25 20:23	K56+400	青龙立交	3934	NO
2021/4/25 20:23	K56+400	青龙立交	4259	蓝渝AJ5Z72
2021/4/25 20:23	K56+400	青龙立交	3796	NO
2021/4/25 20:21	K56+400	青龙立交	5191	蓝渝FFD191
2021/4/25 20:21	K56+400	青龙立交	4221	蓝渝F88S33
2021/4/25 20:21	K56+400	青龙立交	4639	蓝渝A097RD
2021/4/25 20:21	K56+400	青龙立交	4715	蓝渝FBK979
2021/4/25 20:23	K56+400	青龙立交	4123	NO
2021/4/25 20:21	K56+400	青龙立交	4124	绿渝ADC5088
2021/4/25 20:21	K56+400	青龙立交	4451	蓝渝D5D203
2021/4/25 20:21	K56+400	青龙立交	4487	蓝渝FCS867
2021/4/25 20:21	K56+400	青龙立交	4739	蓝渝AC13V9
2021/4/25 20:21	K56+400	青龙立交	4648	蓝渝A83GK9
2021/4/25 20:21	K56+400	青龙立交	4326	蓝渝F2V391
2021/4/25 20:23	K56+400	青龙立交	4476	蓝渝F20K07
2021/4/25 20:22	K56+400	青龙立交	3842	黄渝A09217F
2021/4/25 20:23	K56+400	青龙立交	4688	蓝渝AT1533
2021/4/25 20:22	K56+400	青龙立交	5188	蓝渝F7X869
2021/4/25 20:22	K56+400	青龙立交	4832	蓝渝F80B66
2021/4/25 20:22	K56+400	青龙立交	4620	蓝渝D47199
2021/4/25 20:24	K56+400	青龙立交	4858	蓝渝FD0396
2021/4/25 20:22	K56+400	青龙立交	4142	蓝川P0235A
2021/4/25 20:22	K56+400	青龙立交	4616	蓝渝FNU211
2021/4/25 20:22	K56+400	青龙立交	4775	蓝渝DBA797
2021/4/25 20:22	K56+400	青龙立交	4733	蓝渝F629A5
2021/4/25 20:22	K56+400	青龙立交	3941	黄渝A09228F
2021/4/25 20:24	K56+400	青龙立交	4470	NO
2021/4/25 20:22	K56+400	青龙立交	4562	NO
2021/4/25 20:22	K56+400	青龙立交	4389	蓝渝FJK817
2021/4/25 20:24	K56+400	青龙立交	4118	NO
2021/4/25 20:22	K56+400	青龙立交	4819	蓝渝F58D13
2021/4/25 20:23	K56+400	青龙立交	4563	蓝渝F86T58
2021/4/25 20:23	K56+400	青龙立交	5050	蓝渝A9RH22
2021/4/25 20:23	K56+400	青龙立交	4021	蓝渝A715VE
2021/4/25 20:23	K56+400	青龙立交	3815	蓝渝F011M3
2021/4/25 20:23	K56+400	青龙立交	3739	蓝渝AF8F51
2021/4/25 20:25	K56+400	青龙立交	4472	NO
2021/4/25 20:23	K56+400	青龙立交	4364	蓝渝FLZ177
2021/4/25 20:23	K56+400	青龙立交	4311	蓝渝F3F173
2021/4/25 20:25	K56+400	青龙立交	4005	蓝渝FRT260
2021/4/25 20:25	K56+400	青龙立交	3573	蓝渝F969K8
2021/4/25 20:25	K56+400	青龙立交	3385	NO
2021/4/25 20:25	K56+400	青龙立交	4559	蓝渝AM3A01
2021/4/25 20:23	K56+400	青龙立交	3892	蓝渝F8W936
2021/4/25 20:23	K56+400	青龙立交	4530	蓝渝F5F128
2021/4/25 20:25	K56+400	青龙立交	5119	蓝渝A53695
2021/4/25 20:25	K56+400	青龙立交	3515	NO
2021/4/25 20:25	K56+400	青龙立交	4759	NO
2021/4/25 20:24	K56+400	青龙立交	4273	蓝渝FML996
2021/4/25 20:25	K56+400	青龙立交	4239	蓝渝A582GH
2021/4/25 20:26	K56+400	青龙立交	3090	NO
2021/4/25 20:24	K56+400	青龙立交	4465	蓝渝F0G218
2021/4/25 20:24	K56+400	青龙立交	4461	蓝赣FD7518
2021/4/25 20:26	K56+400	青龙立交	3548	NO
2021/4/25 20:26	K56+400	青龙立交	5061	蓝渝FKK217
2021/4/25 20:26	K56+400	青龙立交	4915	蓝渝A6BN92
2021/4/25 20:26	K56+400	青龙立交	3811	NO
2021/4/25 20:24	K56+400	青龙立交	4744	蓝渝D27155
2021/4/25 20:26	K56+400	青龙立交	4315	蓝渝FMN513
2021/4/25 20:25	K56+400	青龙立交	3605	蓝渝A1HN08
2021/4/25 20:25	K56+400	青龙立交	4358	蓝渝AYA597
2021/4/25 20:27	K56+400	青龙立交	4165	蓝渝A513JX
2021/4/25 20:27	K56+400	青龙立交	4708	NO
2021/4/25 20:27	K56+400	青龙立交	4537	蓝渝AT2939
2021/4/25 20:27	K56+400	青龙立交	4665	蓝渝F80A52
2021/4/25 20:27	K56+400	青龙立交	3847	NO
2021/4/25 20:25	K56+400	青龙立交	4888	蓝渝A067JL
2021/4/25 20:27	K56+400	青龙立交	5598	蓝渝F93F86
2021/4/25 20:25	K56+400	青龙立交	4177	蓝渝AK9D82
2021/4/25 20:27	K56+400	青龙立交	4343	蓝渝AS3V70
2021/4/25 20:27	K56+400	青龙立交	4021	NO
2021/4/25 20:25	K56+400	青龙立交	4050	蓝渝F81X86
2021/4/25 20:26	K56+400	青龙立交	3777	蓝渝F20K07
2021/4/25 20:26	K56+400	青龙立交	5446	蓝渝F10B28
2021/4/25 20:28	K56+400	青龙立交	4366	蓝渝D73J61
2021/4/25 20:28	K56+400	青龙立交	4656	蓝渝FQZ079
2021/4/25 20:28	K56+400	青龙立交	3947	蓝渝A610HG
2021/4/25 20:26	K56+400	青龙立交	5269	蓝渝AN10W8
2021/4/25 20:28	K56+400	青龙立交	4152	NO
2021/4/25 20:28	K56+400	青龙立交	3996	蓝渝F8W208
2021/4/25 20:26	K56+400	青龙立交	4435	蓝渝F9W759
2021/4/25 20:28	K56+400	青龙立交	3932	NO
2021/4/25 20:26	K56+400	青龙立交	4793	蓝渝AZ78P3
2021/4/25 20:28	K56+400	青龙立交	4029	蓝渝FDL026
2021/4/25 20:27	K56+400	青龙立交	4310	蓝渝AX57R5
2021/4/25 20:29	K56+400	青龙立交	4698	NO
2021/4/25 20:29	K56+400	青龙立交	4431	NO
2021/4/25 20:27	K56+400	青龙立交	4445	蓝渝AZ250H
2021/4/25 20:29	K56+400	青龙立交	4015	NO
2021/4/25 20:29	K56+400	青龙立交	4415	蓝渝AR77Q5
2021/4/25 20:27	K56+400	青龙立交	4853	蓝渝F7U868
2021/4/25 20:27	K56+400	青龙立交	4281	蓝渝F7G600
2021/4/25 20:29	K56+400	青龙立交	3132	NO
2021/4/25 20:29	K56+400	青龙立交	4196	蓝渝A8DU79
2021/4/25 20:27	K56+400	青龙立交	4819	蓝渝AD767D
2021/4/25 20:29	K56+400	青龙立交	4464	蓝渝AT7646
2021/4/25 20:29	K56+400	青龙立交	3757	NO
2021/4/25 20:29	K56+400	青龙立交	4645	NO
2021/4/25 20:29	K56+400	青龙立交	3970	蓝渝F0U088
2021/4/25 20:30	K56+400	青龙立交	4000	蓝渝AZ001Z
2021/4/25 20:28	K56+400	青龙立交	4343	蓝渝D57Z79
2021/4/25 20:30	K56+400	青龙立交	4166	NO
2021/4/25 20:28	K56+400	青龙立交	4352	蓝渝F00K65
2021/4/25 20:30	K56+400	青龙立交	4431	蓝渝F5W225
2021/4/25 20:28	K56+400	青龙立交	4517	蓝渝BCP997
2021/4/25 20:28	K56+400	青龙立交	3410	蓝渝FDZ602
2021/4/25 20:30	K56+400	青龙立交	4004	NO
2021/4/25 20:28	K56+400	青龙立交	3721	蓝渝FX0055
2021/4/25 20:30	K56+400	青龙立交	4669	蓝渝AB95D9
2021/4/25 20:28	K56+400	青龙立交	4050	蓝渝F117E2
2021/4/25 20:30	K56+400	青龙立交	4326	NO
2021/4/25 20:31	K56+400	青龙立交	3782	NO
2021/4/25 20:31	K56+400	青龙立交	4427	NO
2021/4/25 20:31	K56+400	青龙立交	3780	蓝渝F3W007
2021/4/25 20:29	K56+400	青龙立交	3455	蓝渝F3V851
2021/4/25 20:31	K56+400	青龙立交	4534	NO
2021/4/25 20:31	K56+400	青龙立交	5657	NO
2021/4/25 20:31	K56+400	青龙立交	4448	蓝渝A895VF
2021/4/25 20:31	K56+400	青龙立交	4910	NO
2021/4/25 20:30	K56+400	青龙立交	4514	蓝渝F80A58
2021/4/25 20:32	K56+400	青龙立交	3623	NO
2021/4/25 20:32	K56+400	青龙立交	4667	蓝渝AL198L
2021/4/25 20:32	K56+400	青龙立交	3790	NO
2021/4/25 20:32	K56+400	青龙立交	3811	蓝渝A170ZU
2021/4/25 20:32	K56+400	青龙立交	3670	NO
2021/4/25 20:32	K56+400	青龙立交	4629	NO
2021/4/25 20:30	K56+400	青龙立交	5183	绿渝ADF7278
2021/4/25 20:32	K56+400	青龙立交	4830	蓝渝F3G365
2021/4/25 20:32	K56+400	青龙立交	4198	NO
2021/4/25 20:30	K56+400	青龙立交	4924	蓝渝TEX211
2021/4/25 20:32	K56+400	青龙立交	4759	蓝粤SZ480M
2021/4/25 20:32	K56+400	青龙立交	4412	蓝渝D119P7
2021/4/25 20:32	K56+400	青龙立交	3829	NO
2021/4/25 20:31	K56+400	青龙立交	4141	蓝渝D131A9
2021/4/25 20:33	K56+400	青龙立交	4675	蓝渝FFT208
2021/4/25 20:31	K56+400	青龙立交	4865	蓝渝F05758
2021/4/25 20:31	K56+400	青龙立交	4119	蓝渝F05758
2021/4/25 20:31	K56+400	青龙立交	3654	蓝渝AX69E7
2021/4/25 20:33	K56+400	青龙立交	4311	蓝渝AE62E7
2021/4/25 20:31	K56+400	青龙立交	4484	蓝渝F316C0
2021/4/25 20:31	K56+400	青龙立交	4559	蓝渝A286HJ
2021/4/25 20:31	K56+400	青龙立交	4402	蓝渝AT7088
2021/4/25 20:31	K56+400	青龙立交	5297	蓝渝D395Q1
2021/4/25 20:31	K56+400	青龙立交	3792	蓝渝AG1L36
2021/4/25 20:33	K56+400	青龙立交	4500	蓝渝FMY766
2021/4/25 20:31	K56+400	青龙立交	4630	蓝渝FKA876
2021/4/25 20:31	K56+400	青龙立交	4699	绿渝AF71703
2021/4/25 20:33	K56+400	青龙立交	4293	NO
2021/4/25 20:33	K56+400	青龙立交	4375	NO
2021/4/25 20:33	K56+400	青龙立交	4297	NO
2021/4/25 20:33	K56+400	青龙立交	4362	NO
2021/4/25 20:32	K56+400	青龙立交	4828	蓝渝A223WG
2021/4/25 20:34	K56+400	青龙立交	3682	NO
2021/4/25 20:34	K56+400	青龙立交	4019	NO
2021/4/25 20:34	K56+400	青龙立交	4011	蓝云CC9971
2021/4/25 20:34	K56+400	青龙立交	3959	蓝渝F18F83
2021/4/25 20:32	K56+400	青龙立交	4875	蓝渝F98M89
2021/4/25 20:34	K56+400	青龙立交	4691	NO
2021/4/25 20:33	K56+400	青龙立交	4002	蓝渝A5ME17
2021/4/25 20:35	K56+400	青龙立交	3670	蓝川A5A798
2021/4/25 20:35	K56+400	青龙立交	4266	蓝渝D65892
2021/4/25 20:33	K56+400	青龙立交	3374	黄渝F09515
2021/4/25 20:35	K56+400	青龙立交	3947	NO
2021/4/25 20:33	K56+400	青龙立交	3967	蓝浙FAH129
2021/4/25 20:34	K56+400	青龙立交	3956	蓝渝F83P57
2021/4/25 20:35	K56+400	青龙立交	3448	黄渝F29770
2021/4/25 20:36	K56+400	青龙立交	4592	蓝渝F85A00
2021/4/25 20:36	K56+400	青龙立交	3116	NO
2021/4/25 20:36	K56+400	青龙立交	4905	蓝渝F62K01
2021/4/25 20:34	K56+400	青龙立交	4967	蓝渝FF2598
2021/4/25 20:36	K56+400	青龙立交	3746	NO
2021/4/25 20:34	K56+400	青龙立交	3817	蓝渝A57UV0
2021/4/25 20:34	K56+400	青龙立交	3241	蓝渝FKK818
2021/4/25 20:36	K56+400	青龙立交	4569	蓝渝FE9692
2021/4/25 20:36	K56+400	青龙立交	4413	NO
2021/4/25 20:36	K56+400	青龙立交	4220	蓝渝F60M29
2021/4/25 20:36	K56+400	青龙立交	4717	NO
2021/4/25 20:36	K56+400	青龙立交	4492	蓝渝F8V718
2021/4/25 20:35	K56+400	青龙立交	4241	蓝渝FF9863
2021/4/25 20:37	K56+400	青龙立交	3480	NO
2021/4/25 20:35	K56+400	青龙立交	4128	蓝渝FC0235
2021/4/25 20:37	K56+400	青龙立交	3494	蓝渝DMT885
2021/4/25 20:37	K56+400	青龙立交	4275	绿渝AD01288
2021/4/25 20:37	K56+400	青龙立交	4259	NO
2021/4/25 20:35	K56+400	青龙立交	5104	蓝渝DBL739
2021/4/25 20:35	K56+400	青龙立交	4762	蓝渝FHX757
2021/4/25 20:37	K56+400	青龙立交	4702	绿渝AF23000
2021/4/25 20:37	K56+400	青龙立交	4133	NO
2021/4/25 20:35	K56+400	青龙立交	4404	蓝川A6807H
2021/4/25 20:37	K56+400	青龙立交	5757	蓝渝AC312L
2021/4/25 20:35	K56+400	青龙立交	4830	蓝渝F80U88
2021/4/25 20:35	K56+400	青龙立交	4260	蓝渝FT6613
2021/4/25 20:35	K56+400	青龙立交	4698	蓝渝A04T97
2021/4/25 20:38	K56+400	青龙立交	3974	NO
2021/4/25 20:36	K56+400	青龙立交	4558	蓝渝A9TR86
2021/4/25 20:36	K56+400	青龙立交	5414	蓝渝FDN819
2021/4/25 20:38	K56+400	青龙立交	4710	蓝渝FJD357
2021/4/25 20:38	K56+400	青龙立交	3014	NO
2021/4/25 20:38	K56+400	青龙立交	4545	NO
2021/4/25 20:36	K56+400	青龙立交	4103	蓝鄂EK31G3
2021/4/25 20:38	K56+400	青龙立交	4561	NO
